County,State,NUM_LICENSED_BEDS,NUM_STAFFED_BEDS,NUM_ICU_BEDS,BED_UTILIZATION
Stutsman,North Dakota,140,108,0,0.79751396
Sullivan,Tennessee,50,50,0,0.67419177
St. Louis City,Missouri,60,60,9,0.44425252
Kimble,Texas,15,15,3,0.10063927
Lafayette,Louisiana,38,38,0,0.84282625
Marion,Indiana,59,59,9,0.38871604
Pinellas,Florida,48,48,6,0.57505709
Roberts,South Dakota,25,25,4,0.17961644
Shelby,Tennessee,290,298,0,0.86421806
Summit,Ohio,60,60,12,0.71424657
Essex,New Jersey,180,180,0,0.95942163
Rockingham,New Hampshire,111,111,0,0.46844378
Arapahoe,Colorado,78,58,0,0.64969295
Maricopa,Arizona,100,100,0,0.85279453
Humboldt,Iowa,49,17,3,0.20676874
St. Martin,Louisiana,18,18,0,0.87245053
Erie,New York,88,88,0,0.43418431
Erie,Pennsylvania,108,100,0,0.40367123
Elmore,Idaho,25,21,4,0.38317025
Norfolk,Massachusetts,20,20,0,0.33232877
Harris,Texas,160,160,0,0.82395548
King,Washington,40,43,0,0.98916852
Tulsa,Oklahoma,64,64,0,0.75492293
Oakland,Michigan,136,136,0,0.46593472
Bucks,Pennsylvania,60,,0,
Muskegon,Michigan,31,31,5,0.62598318
Buncombe,North Carolina,80,70,0,0.77444834
Union,New Jersey,126,122,1,0.87713903
Montour,Pennsylvania,161,161,0,0.96263081
Wayne,North Carolina,253,253,0,0.90917456
Kauai,Hawaii,14,5,1,0.023561643
Suffolk,Massachusetts,675,667,104,0.91439897
Bexar,Texas,108,108,0,0.36491629
Smith,Mississippi,29,19,3,0.000720981
Dauphin,Pennsylvania,76,76,0,0.6648522
Cumberland,New Jersey,41,41,0,0.91105914
Los Angeles,California,105,105,6,0.73067188
Benton,Iowa,25,25,4,0.1820274
Fayette,Kentucky,195,195,0,0.52459431
Kosciusko,Indiana,16,16,0,0.62688357
East Baton Rouge,Louisiana,42,27,0,0.41045156
Norfolk,Massachusetts,187,166,1,0.52069443
Wichita,Texas,63,63,0,0.87749511
Franklin,Pennsylvania,112,112,60,0.88691294
Cook,Illinois,160,160,0,0.85354453
Los Angeles,California,166,166,0,0.80671728
Sumner,Kansas,25,25,4,0.31649315
Hinds,Mississippi,53,53,13,0.84321529
Cook,Illinois,210,210,0,0.53767776
Lafayette,Louisiana,32,32,3,0.70470893
San Diego,California,110,110,17,0.53190535
Susquehanna,Pennsylvania,25,25,4,0.30476713
Mercer,West Virginia,60,60,0,0.67721462
New Castle,Delaware,138,137,2,0.97680235
Craighead,Arkansas,80,80,0,0.74089038
Chatham,Georgia,24,96,0,0.60022831
Monmouth,New Jersey,60,60,0,0.8421461
Warrick,Indiana,98,98,0,0.76936984
Burlington,New Jersey,120,120,0,0.8561644
New York,New York,56,56,9,0.98827207
Vanderburgh,Indiana,60,60,9,0.71054792
Pulaski,Arkansas,127,116,0,0.60186583
Clark,Nevada,70,70,12,0.78988397
Franklin,Ohio,43,66,10,0.50469077
Dona Ana,New Mexico,103,120,0,0.66264838
District of Columbia,District of Columbia,82,82,13,0.30747718
Comal,Texas,40,40,6,0.690274
Arapahoe,Colorado,37,37,6,0.76038504
Iron,Missouri,15,15,4,0.26630136
Sacramento,California,58,58,11,0.81379312
San Diego,California,70,70,8,0.77001959
Sedgwick,Kansas,48,48,8,0.84423518
Towner,North Dakota,20,20,3,0.15863013
Wood,West Virginia,40,40,0,0.90554792
Orange,New York,285,285,0,0.99055034
Warren,Kentucky,28,28,4,0.54217219
Jackson,Michigan,64,44,7,0.51338732
Salt Lake,Utah,38,41,6,0.72729701
Allegan,Michigan,43,43,7,0.22605926
Clarion,Pennsylvania,112,112,0,0.78608137
Cidra,Puerto Rico,216,216,0,0.81774479
Montgomery,Maryland,87,53,0,0.80252427
Lucas,Ohio,48,48,0,0.51404107
Victoria,Texas,22,26,4,0.94699687
Bernalillo,New Mexico,62,62,0,0.76398587
Cherokee,Texas,288,288,0,0.95988393
St. Louis City,Missouri,274,376,40,0.66629261
Okmulgee,Oklahoma,4,26,0,0.18432115
McLean,North Dakota,25,25,4,0.68800002
Howard,Indiana,30,30,0,0.44438356
Sacramento,California,125,125,0,0.9103781
Anchorage,Alaska,74,,0,
Winnebago,Wisconsin,330,330,0,0.53097552
Salt Lake,Utah,178,160,0,0.77966422
Houston,Alabama,51,51,0,0.97931772
Sac,Iowa,25,25,4,0.083178081
Clallam,Washington,45,25,4,0.47912329
Bear Lake,Idaho,21,21,4,0.24474886
Pulaski,Arkansas,127,124,0,
Fulton,Georgia,319,319,102,0.59674495
El Paso,Texas,32,32,5,0.31652397
Orange,California,36,36,0,0.89269406
Mecklenburg,North Carolina,40,40,6,0.66931504
Crosby,Texas,2,2,4,0.27808219
St. Charles,Missouri,104,104,0,0.86401474
Kent,Michigan,36,36,6,0.78333336
Fairfield,Connecticut,62,62,0,0.97711003
Athens,Ohio,92,92,0,0.96542585
Napa,California,151,49,0,0.53799272
Bibb,Georgia,58,58,0,0.75531411
Bristol,Massachusetts,45,45,0,0.98076105
Dallas,Texas,40,60,6,0.75671232
Sedgwick,Kansas,65,65,0,0.53808218
Ohio,West Virginia,172,22,0,0.44495642
Weakley,Tennessee,16,16,0,0.63544518
Warren,Kentucky,125,81,0,0.7590394
Wake,North Carolina,285,285,2,0.9092977
Etowah,Alabama,68,68,0,0.36563256
Sabine,Texas,25,25,4,0.10476712
New York,New York,209,209,0,0.70552534
Pittsburg,Oklahoma,15,15,0,0.90009135
Kiowa,Kansas,15,15,3,0.4381735
Pawnee,Kansas,25,22,4,0.23325031
DeSoto,Mississippi,108,108,0,0.56740236
Beaver,Utah,23,23,1,0.6997022
San Augustine,Texas,18,9,2,0.19878234
Genesee,Michigan,26,26,5,0.77334034
Alameda,California,223,190,23,0.66082191
Clark,Kansas,18,14,2,0.25753424
Denton,Texas,60,86,14,0.55705637
Mobile,Alabama,31,22,5,0.98268992
Etowah,Alabama,44,44,0,0.89302617
Grand Forks,North Dakota,70,70,0,0.59338552
Kerr,Texas,218,218,0,0.9877969
Harris,Texas,809,813,252,0.76145411
Sullivan,Tennessee,33,33,9,0.96288919
King,Washington,157,221,0,0.83265358
Pend Oreille,Washington,74,20,4,0.26575342
Westmoreland,Pennsylvania,40,40,6,0.50054795
Berks,Pennsylvania,266,266,0,0.91275108
Hawaii,Hawaii,6,6,1,0.54063928
Shelby,Tennessee,80,80,0,0.58684933
Jefferson Davis,Louisiana,27,27,0,0.37371892
Duval,Florida,120,120,0,0.62406391
Davidson,Tennessee,60,60,9,0.14579909
Allegheny,Pennsylvania,30,30,6,0.60356164
Ascension,Louisiana,25,25,4,0.013369863
Pima,Arizona,34,32,6,0.79349315
Norfolk,Massachusetts,,,12,
Morehouse,Louisiana,60,60,0,0.96031964
Forsyth,North Carolina,164,164,0,0.89274973
Clark,Nevada,116,,21,
Milwaukee,Wisconsin,105,94,0,0.68432164
Montgomery,Pennsylvania,206,206,0,0.89994681
Cherokee,Iowa,58,36,0,0.93972605
Suffolk,Massachusetts,136,136,0,0.93245369
Orange,California,135,135,15,0.20980214
Horry,South Carolina,105,95,0,0.87515503
Rosebud,Montana,25,25,1,0.34224656
Summit,Ohio,297,268,59,0.53657055
Dallas,Texas,124,124,0,0.91422892
Rabun,Georgia,25,25,4,0.17830136
Los Angeles,California,54,54,4,0.89812279
Maricopa,Arizona,75,75,0,0.53519636
Powell,Montana,16,16,3,0.19640411
Fulton,Georgia,72,112,14,0.57781309
Jefferson,Alabama,94,78,0,0.79775202
Shawnee,Kansas,79,57,0,0.63912523
St. Tammany,Louisiana,58,58,9,0.54922062
Leake,Mississippi,25,25,4,0.6588493
El Paso,Colorado,64,62,0,0.60684931
Wichita,Texas,312,312,0,0.82025868
Wayne,Michigan,36,36,6,0.72976679
Idaho,Idaho,16,15,3,0.32566211
Rush,Kansas,25,16,3,1
St. Louis County,Missouri,60,60,23,0.61474884
Collin,Texas,83,83,0,0.63307476
Middlesex,New Jersey,64,64,0,0.47123289
Camden,New Jersey,402,389,48,0.63688129
Collier,Florida,391,512,49,0.65450019
Maricopa,Arizona,64,64,4,0.3588613
San Luis Obispo,California,265,,0,
San Bernardino,California,427,,0,
Orange,Florida,134,134,0,
Knox,Tennessee,108,108,52,0.6649521
Allegheny,Pennsylvania,,,0,
Fulton,Georgia,,,0,
Cleveland,Oklahoma,,,0,
Craig,Oklahoma,200,200,0,
Bronx,New York,816,1458,86,0.89143401
Dinwiddie,Virginia,126,126,0,
Staunton,Virginia,48,48,18,
Chester,Pennsylvania,49,49,0,
Boone,Missouri,530,530,82,0.73397923
Suffolk,Massachusetts,448,448,3,
Plymouth,Massachusetts,448,448,1,
Broome,New York,220,220,37,0.59722847
Fayette,Kentucky,524,524,146,0.83068126
Jefferson,Colorado,48,48,8,0.30810502
Harris,Texas,106,86,12,0.47142401
District of Columbia,District of Columbia,130,103,40,
Fulton,Georgia,24,,4,
Harris,Texas,547,547,157,0.65306497
Philadelphia,Pennsylvania,464,252,44,0.65284628
Jefferson,Kentucky,442,442,223,0.63753164
McLennan,Texas,146,146,0,
Cuyahoga,Ohio,144,137,20,0.68083531
Mecklenburg,North Carolina,250,154,30,0.93704093
Anderson,South Carolina,60,60,0,0.78287673
Charleston,South Carolina,85,84,10,0.3026745
Clark,Nevada,90,90,2,
Harris,Texas,444,444,30,0.68304867
Harris,Texas,239,193,25,0.57552701
Bell,Texas,68,68,0,0.64863014
Knox,Tennessee,152,152,58,
Sarpy,Nebraska,91,61,8,0.65677494
Ozaukee,Wisconsin,132,126,14,0.62931073
Palm Beach,Florida,80,80,14,
McHenry,Illinois,128,128,22,
Gulf,Florida,19,19,3,0.20273973
Waukesha,Wisconsin,117,83,14,0.48799586
Salt Lake,Utah,118,118,0,0.56110984
Washington,Oregon,98,98,0,0.81051159
Maricopa,Arizona,122,122,1,0.96200317
Denton,Texas,99,99,8,0.50125915
Alameda,California,169,169,24,0.90059173
Sedgwick,Kansas,72,39,6,0.313804
Clay,Florida,106,106,8,0.56492633
Clark,Nevada,289,,0,
Dallas,Texas,30,30,2,0.82885844
Comal,Texas,40,40,2,0.79239726
Suffolk,Massachusetts,30,30,12,
Cook,Illinois,60,54,21,
Hamilton,Ohio,30,30,12,
Galveston,Texas,30,30,12,
Greenville,South Carolina,50,50,19,
Honolulu,Hawaii,24,24,9,
Harris,Texas,40,40,15,
Fayette,Kentucky,,,72,
Sacramento,California,80,80,31,
Philadelphia,Pennsylvania,49,49,19,
Multnomah,Oregon,29,29,11,
Salt Lake,Utah,45,40,15,
Caddo,Louisiana,45,,23,
Spokane,Washington,30,30,12,
Hampden,Massachusetts,40,40,15,
St. Louis City,Missouri,12,,5,
Hillsborough,Florida,60,60,23,
Franklin,Ohio,461,363,64,
Lynchburg,Virginia,534,358,37,0.75588095
Maricopa,Arizona,60,57,5,0.89025068
Loudoun,Virginia,60,60,0,0.88771689
Henrico,Virginia,40,40,0,0.67739725
St. Louis City,Missouri,96,131,0,0.75503504
Hennepin,Minnesota,1700,254,97,
Hillsborough,New Hampshire,150,150,0,
Genesee,New York,,,0,
Somerset,New Jersey,251,251,0,
Kings,New York,171,171,2,
Dutchess,New York,250,250,0,
Queens,New York,386,386,0,
Butler,Pennsylvania,126,126,0,
Cecil,Maryland,100,100,0,
Macon,Alabama,143,143,0,
Columbia,Florida,278,278,1,
Rutherford,Tennessee,347,347,1,
Allen,Indiana,26,26,1,
Shawnee,Kansas,196,196,0,
St. Louis County,Missouri,355,355,0,
Pulaski,Arkansas,256,256,0,
Orleans,Louisiana,200,200,1,
Kerr,Texas,226,226,0,
Pierce,Washington,230,83,0,
Clark,Washington,72,72,0,
Alameda,California,715,715,0,
San Mateo,California,715,715,0,
Honolulu,Hawaii,92,92,0,
Stanislaus,California,152,152,27,
Solano,California,140,140,16,0.46227005
Contra Costa,California,50,50,9,
Brevard,Florida,120,120,12,0.5889498
Brevard,Florida,84,84,20,0.58339858
DeKalb,Georgia,120,99,17,0.27044165
King,Washington,144,135,18,0.3964079
Maricopa,Arizona,74,74,15,0.30152568
Maricopa,Arizona,58,58,9,0.20581011
Brevard,Florida,60,60,8,0.75114155
Palm Beach,Florida,70,70,10,0.66637963
Oklahoma,Oklahoma,34,34,5,
Honolulu,Hawaii,202,202,0,
Allegheny,Pennsylvania,68,60,0,
Salt Lake,Utah,83,67,0,0.48840728
New Castle,Delaware,120,100,0,1
Broward,Florida,26,26,0,0.55500525
New York,New York,862,862,214,0.81643617
Peoria,Illinois,50,50,8,0.4638904
Orange,Florida,130,100,28,0.63476712
Jefferson,Ohio,256,171,20,0.48259231
Tulsa,Oklahoma,44,44,8,0.29445001
Maricopa,Arizona,138,138,0,0.74734962
DeSoto,Mississippi,67,53,8,0.60858101
Rock,Wisconsin,50,50,6,0.47326028
Hennepin,Minnesota,130,134,26,0.56321818
St. Louis City,Missouri,195,190,73,
Sumter,Florida,40,40,6,0.73487318
East Baton Rouge,Louisiana,54,50,8,0.83101046
Harris,Texas,110,110,14,0.48684931
St. Louis County,Missouri,35,35,0,0.64861059
Orange,Florida,174,174,2,0.77230358
Bay,Florida,86,86,0,0.25566676
Blaine,Montana,6,6,1,0.011415525
La Paz,Arizona,17,17,3,0.12410959
Pinal,Arizona,12,12,2,0.047945205
Trumbull,Ohio,346,203,30,0.49794182
Caddo,Louisiana,64,30,9,0.89640909
Sarasota,Florida,40,40,6,0.86794519
Allen,Indiana,73,73,13,
Allen,Indiana,72,72,28,
Allen,Indiana,174,174,0,
Williamson,Tennessee,85,80,0,0.7072708
Utah,Utah,80,80,1,0.68089038
Harris,Texas,60,60,0,0.81926942
Bristol,Virginia,25,25,0,0.85468495
Washington,Arkansas,25,20,4,0.70860273
Guilford,North Carolina,30,30,6,0.91351599
Cuyahoga,Ohio,44,87,10,0.62985355
King,Washington,135,88,0,0.82573742
Pinal,Arizona,53,53,9,0.49108297
Northampton,Pennsylvania,108,108,12,0.67848808
Madison,Alabama,90,90,16,
Douglas,Nebraska,153,153,27,
El Paso,Texas,122,122,24,0.50936449
Buchanan,Missouri,41,41,6,0.43889076
Tarrant,Texas,47,47,8,0.27945206
North Slope,Alaska,10,14,3,0.17710371
St. Louis County,Missouri,35,125,0,0.758663
Williamson,Tennessee,40,40,1,0.59376711
Maricopa,Arizona,38,38,7,0.19122808
Coweta,Georgia,50,50,5,0.47676712
San Mateo,California,116,116,20,
Summit,Ohio,60,60,0,0.85484016
Taylor,Texas,60,60,0,0.71721458
Bell,Texas,83,66,10,0.39472809
Dallas,Texas,100,52,20,
Brazos,Texas,135,119,16,0.5745278
Denton,Texas,8,40,6,0.089492753
San Bernardino,California,343,343,183,0.67060983
Riverside,California,111,111,12,0.86713117
Washington,Tennessee,36,36,0,0.70920855
Baldwin,Alabama,112,112,30,0.60122311
Denver,Colorado,279,279,49,
Choctaw,Alabama,25,25,4,0.22071233
Bergen,New Jersey,128,78,9,0.59715492
Greene,Ohio,157,129,12,0.55087608
Virginia Beach,Virginia,174,160,16,0.77625573
King,Washington,50,50,8,
Hamilton,Indiana,46,46,8,0.13513996
St. Lucie,Florida,177,134,23,
Williamsburg,Virginia,40,40,10,0.39020547
Berks,Pennsylvania,67,67,0,0.95031691
Washington,Pennsylvania,14,14,2,0.28003913
Bexar,Texas,652,194,26,0.4559243
Bexar,Texas,172,377,49,0.60800844
Allegheny,Pennsylvania,155,136,8,0.75497293
Spotsylvania,Virginia,133,105,12,0.54961514
Atlantic,New Jersey,30,30,11,0.91652966
Utuado,Puerto Rico,7,7,1,0.43835616
Fresno,California,50,,225,
El Paso,Colorado,112,112,0,0.70110077
Bexar,Texas,34,34,0,
York,Pennsylvania,73,25,4,0.17534247
Richland,South Carolina,76,70,16,0.58645791
Sonoma,California,95,95,0,0.76158613
Miami-Dade,Florida,133,133,12,0.69275928
Riverside,California,140,140,20,0.70984346
Hamilton,Ohio,568,197,18,0.71787775
Delaware,Pennsylvania,57,57,9,
Kemper,Mississippi,25,25,4,0.35528767
Tippecanoe,Indiana,40,40,5,0.45931506
Cumberland,Pennsylvania,102,102,18,
Williamson,Texas,8,8,1,0.002762431
Beaufort,South Carolina,20,20,0,
Kitsap,Washington,72,36,0,
Onslow,North Carolina,60,60,0,
San Diego,California,42,42,0,
Duval,Florida,56,56,0,
Island,Washington,12,5,0,
San Bernardino,California,19,19,0,
Montgomery,Maryland,244,244,0,
Allegheny,Pennsylvania,358,358,0,
Portsmouth,Virginia,202,202,1,
San Diego,California,272,272,0,
Honolulu,Hawaii,450,450,3,
Pierce,Washington,243,220,0,
El Paso,Texas,209,209,2,
Fairbanks North Star,Alaska,23,23,0,
El Paso,Colorado,92,92,0,
Pulaski,Missouri,46,46,0,
Geary,Kansas,47,47,0,
San Bernardino,California,27,27,0,
Bexar,Texas,483,483,2,
Bell,Texas,128,128,0,
Richmond,Georgia,300,300,0,
Choctaw,Mississippi,25,15,3,0.45972604
Vernon,Louisiana,22,22,0,
Montgomery,Tennessee,41,41,0,
Chattahoochee,Georgia,250,250,0,
Liberty,Georgia,39,39,0,
Cumberland,North Carolina,138,138,0,
Orange,New York,20,20,0,
Solano,California,298,298,1,
Okaloosa,Florida,53,53,0,
Anchorage,Alaska,55,55,0,
Harrison,Mississippi,60,60,0,
Clark,Nevada,114,114,0,
Greene,Ohio,57,57,0,
Pinal,Arizona,36,36,2,0.17070015
Chatham,Georgia,25,25,5,0.81424659
Tangipahoa,Louisiana,30,30,5,0.087762557
Tarrant,Texas,42,42,0,0.47462493
Bexar,Texas,42,42,0,0.65883887
Crenshaw,Alabama,28,28,0,
Yavapai,Arizona,16,16,0,0.84349316
Washington,Arkansas,80,80,0,0.51999998
Miller,Arkansas,62,54,0,0.72064942
Broward,Florida,4,4,0,0.8068493
Pasco,Florida,77,50,4,0.97512329
Essex,Massachusetts,10,71,0,0.82482392
Harris,Texas,40,,15,
Montgomery,Texas,60,60,0,0.78748858
Dallas,Texas,60,40,0,0.83589041
Tarrant,Texas,60,60,0,0.7270776
Travis,Texas,60,60,0,0.61365294
Harris,Texas,60,60,0,0.69031966
Vigo,Indiana,81,81,0,0.60862505
Warrick,Indiana,48,48,0,0.61472601
Johnson,Kansas,9,9,2,0.045053273
Bossier,Louisiana,24,24,0,0.57248861
Rapides,Louisiana,24,24,0,0.78972602
Jefferson,Louisiana,30,46,0,0.93110913
Wayne,Michigan,55,55,0,0.90660024
Douglas,Nebraska,34,34,6,0.18839645
Ottawa,Oklahoma,50,50,0,
Montgomery,Tennessee,26,26,0,0.47386724
Montgomery,Texas,30,6,1,0.088584475
Waukesha,Wisconsin,40,40,0,0.80945206
Tarrant,Texas,20,24,4,0.44463471
East Baton Rouge,Louisiana,47,47,0,0.73284757
Orleans,Louisiana,47,47,0,0.88306618
Oneida,New York,220,220,0,
Queens,New York,65,65,0,
Albemarle,Virginia,40,40,6,0.63095891
Cullman,Alabama,40,40,0,0.47232875
Washington,Mississippi,39,39,6,0.55967683
Warren,Ohio,32,32,0,0.74280822
Collin,Texas,44,44,0,0.67970115
Los Angeles,California,131,131,20,0.74913728
Durham,North Carolina,50,50,9,
Fairfax County,Virginia,120,120,0,
Placer,California,340,340,30,0.67400485
Dallas,Texas,96,96,17,
Collin,Texas,143,143,16,0.62201363
Burnet,Texas,46,46,8,0.43436569
Pasco,Florida,145,145,24,0.43057156
Cuyahoga,Ohio,20,20,3,0.33145416
San Juan,Washington,10,10,2,0.062465753
Monroe,New York,132,132,51,
Ocean,New Jersey,50,50,8,0.56153423
Tulsa,Oklahoma,1088,88,15,0.5994671
Rapides,Louisiana,24,24,4,0.28926942
Fairfield,Ohio,10,10,2,0.15616438
York,Pennsylvania,26,30,5,0.30246577
Montgomery,Pennsylvania,12,12,2,0.40799087
Grayson,Texas,12,12,2,0.26050228
Dallas,Texas,32,32,4,0.57782537
Collin,Texas,23,23,4,0.32388327
Bexar,Texas,10,50,3,0.14071234
Hamilton,Indiana,6,6,1,0.20073664
Worcester,Massachusetts,47,47,7,0.35104707
Queens,New York,103,103,40,
Collin,Texas,72,72,12,0.31050229
Sandoval,New Mexico,60,60,11,0.54570776
St. Bernard,Louisiana,40,40,8,0.38595891
Washtenaw,Michigan,240,240,0,1
Tarrant,Texas,66,66,0,0.75520962
Fajardo,Puerto Rico,42,42,4,0.94109589
Tarrant,Texas,,,0,
Maury,Tennessee,16,16,0,0.63013697
Madison,Alabama,20,20,0,0.43000001
Los Angeles,California,49,49,4,0.53391111
Jefferson,Colorado,10,10,0,0.065027319
Suffolk,Massachusetts,60,60,0,0.95999998
Ramsey,Minnesota,6,6,0,0.41689497
Clark,Nevada,134,134,0,0.63966471
Los Angeles,California,72,72,0,
Denton,Texas,44,44,0,0.51021171
Grayson,Texas,24,24,0,0.94748861
Los Angeles,California,10,10,0,0.60493153
Otter Tail,Minnesota,16,16,0,0.84537673
Lancaster,Nebraska,61,60,3,0.78607309
Alameda,California,26,26,0,0.76933616
Douglas,Minnesota,16,16,0,0.93030822
Dauphin,Pennsylvania,89,89,0,0.76967829
Crow Wing,Minnesota,16,16,0,0.94006848
Beltrami,Minnesota,16,16,0,0.86952055
Olmsted,Minnesota,16,16,0,0.82363015
Granville,North Carolina,142,42,6,0.38564906
Osceola,Florida,76,76,6,0.57051188
Hampton,Virginia,60,60,0,
Wayne,Michigan,,,0,
Angelina,Texas,24,24,0,0.81552511
Gregg,Texas,24,24,0,0.88310504
Dallas,Texas,84,84,8,0.071363337
Cuyahoga,Ohio,50,50,0,0.67632878
Salt Lake,Utah,32,30,4,0.3789041
Jefferson,Texas,12,,38,
Denton,Texas,26,,32,
Harris,Texas,4,4,1,0.85958904
Pinal,Arizona,20,20,4,0.28246576
Clark,Nevada,39,39,6,
Northwest Arctic,Alaska,17,17,3,0.2406124
Terrebonne,Louisiana,40,40,7,0.49164385
Dillingham,Alaska,16,16,3,0.1484589
Vanderburgh,Indiana,168,168,0,
Rensselaer,New York,15,,2,
Hamilton,Ohio,60,60,0,0.66520548
Oklahoma,Oklahoma,40,40,6,0.60712332
Orangeburg,South Carolina,15,15,0,
St. Louis County,Missouri,24,24,0,0.50636005
Houston,Alabama,46,,0,
Scioto,Ohio,10,10,2,0.087945208
Lauderdale,Mississippi,260,260,17,0.40045312
Duval,Florida,489,439,120,0.75385404
Marshall,Indiana,37,37,0,0.93957794
Brown,South Dakota,48,48,8,0.20376712
Oklahoma,Oklahoma,50,50,0,0.89463013
Richmond City,Virginia,32,32,12,
Cook,Illinois,138,138,0,0.83059359
Sangamon,Illinois,97,88,0,
Butte,California,16,16,0,
Los Angeles,California,40,,32,
San Luis Obispo,California,16,16,0,
Sutter,California,16,16,0,
Orange,California,70,70,12,0.32637966
Santa Clara,California,4,,12,
Sutter,California,,,0,
Merced,California,16,16,0,
Fresno,California,73,61,0,
Kern,California,16,16,0,
El Dorado,California,16,16,0,
Tulare,California,63,63,11,
Sacramento,California,,,0,
San Diego,California,16,16,3,
Riverside,California,16,16,0,
Los Angeles,California,16,16,0,
Alameda,California,16,16,0,
Ventura,California,49,49,9,
San Bernardino,California,224,224,39,
Los Angeles,California,16,16,3,
Bexar,Texas,40,40,0,
Tarrant,Texas,101,101,12,0.59883356
East Baton Rouge,Louisiana,27,27,0,0.73992896
Rockland,New York,54,54,0,
Jefferson,Louisiana,32,32,5,0.71755135
Jefferson,Louisiana,16,16,3,0.021917809
Clearwater,Idaho,60,55,0,
Harnett,North Carolina,101,101,18,
Lauderdale,Mississippi,201,120,0,
Blount,Tennessee,155,155,0,
Bulloch,Georgia,46,40,7,
Howard,Maryland,,,32,
Montgomery,Texas,54,54,9,
Chester,Pennsylvania,50,50,0,
Washington,Oregon,122,122,20,0.3900741
Montgomery,Ohio,110,52,0,0.4152284
Montgomery,Ohio,47,47,0,0.77697462
,,151,151,26,
Montgomery,Ohio,60,60,0,
Loudoun,Virginia,124,124,10,0.094896153
New York,New York,225,190,30,
Orleans,Louisiana,60,50,9,0.25463015
Caddo,Louisiana,220,192,20,0.50963187
Denton,Texas,41,41,0,0.23601738
Nueces,Texas,35,35,4,0.76015657
Tarrant,Texas,54,54,9,
Lee,Florida,114,103,0,0.79611653
Orleans,Louisiana,39,39,7,0.10129961
Bernalillo,New Mexico,60,40,7,
Miami-Dade,Florida,72,72,0,0.76945752
Harris,Texas,850,850,149,
Miami-Dade,Florida,249,238,42,
Pinal,Arizona,139,139,0,
Placer,California,16,16,0,
Maricopa,Arizona,106,,0,
Harris,Texas,120,120,0,
Forrest,Mississippi,30,30,5,
Martin,Florida,,,0,
Rutherford,Tennessee,96,18,3,0.002739726
,,38,38,1,
Erie,New York,46,46,0,
Lubbock,Texas,550,550,96,
Dade,Georgia,36,36,6,
Baldwin,Alabama,66,66,0,0.59240347
Mercer,New Jersey,18,18,3,
Berkshire,Massachusetts,,,0,
Denver,Colorado,24,,0,
Hartford,Connecticut,16,16,3,
